Unnamed: 0,name,category,category_title,rating,price,review_count,display_address,address1,address2,address3,city,latitude,longitude,zip code_x,restaurant_id,price_integer,Address_old,AKA Name,Facility Type,Risk,zip code_y,Year,Inspection Type,Results,Violations,Latitude,Longitude
2720,Burger King,hotdogs,Fast Food,2,$,4,"['2000 W 47th St', 'Chicago, IL 60609']",2000 W 47th St,,,Chicago,41.80872857,-87.67544576,60609,zC1V21UrSVtTqXWgslbFVQ,1,2000 W 47th St ,BURGER KING,Restaurant,Risk 2 (Medium),60609,2022,Complaint,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED SOME GREASE AT BOTTOM AREA OF FRYERS; INSTRUCTED TO CLEAN BOTTOM OF FRYERS WHERE NEEDED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DUST ON THE WALL AND PIPES BEHIND THE LARGE ICE MACHINE; CLEAN TO REMOVE DUST.  CLEAN FLOORS IN CORNER AREAS UNDER STORAGE SHELVES IN STORAGE AREA. CLEAN FLOOR UNDER FRYERS TO REMOVE GREASE OBSERVED.",41.80861852,-87.67481801
5187,Breaking Bread Lunch,salad,Salad,5,$,3,"['222 W Merchandise Mart Plz', 'Fl 12', '1871 Kitchen', 'Chicago, IL 60654']",222 W Merchandise Mart Plz,Fl 12,1871 Kitchen,Chicago,41.88842674,-87.63622364,60654,ElRCJ8FV6nmO1OvkqdWfFA,1,222 W Merchandise Mart Plz ,PROTEIN BAR,Restaurant,Risk 1 (High),60654,2022,Canvass,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED NO PEST CONTROL LOG BOOK ON SITE AT TIME OF INSPECTION. INSTRUCTED TO CONTRACT WITH A LICENSED PEST CONTROL SERVICE AND MAINTAIN ALL REQUIRED DOCUMENTS ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-020(C). CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED TRASH RECEPTACLE INSIDE UNISEX EMPLOYEE TOILET ROOM LOCATED IN REAR. INSTRUCTED TO PROVIDE. ",41.88807428,-87.6349552
5530,Sunny Bowls,soup,Soup,4.5,,6,"['222 W Merchandise Mart Plz', 'Ste 201', 'Merchandise Mart', 'Chicago, IL 60654']",222 W Merchandise Mart Plz,Ste 201,Merchandise Mart,Chicago,41.88837,-87.63536,60654,RVApr2ge_xTZUpHtmEGEQw,,222 W Merchandise Mart Plz ,PROTEIN BAR,Restaurant,Risk 1 (High),60654,2022,Canvass,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED NO PEST CONTROL LOG BOOK ON SITE AT TIME OF INSPECTION. INSTRUCTED TO CONTRACT WITH A LICENSED PEST CONTROL SERVICE AND MAINTAIN ALL REQUIRED DOCUMENTS ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-020(C). CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED TRASH RECEPTACLE INSIDE UNISEX EMPLOYEE TOILET ROOM LOCATED IN REAR. INSTRUCTED TO PROVIDE. ",41.88807428,-87.6349552
5727,The Budlong Hot Chicken - Merchandise Mart,southern,Southern,3,,42,"['222 W Merchandise Mart Plz', 'Ste 2', 'Chicago, IL 60654']",222 W Merchandise Mart Plz,Ste 2,,Chicago,41.88854929,-87.63460699,60654,#NAME?,,222 W Merchandise Mart Plz ,PROTEIN BAR,Restaurant,Risk 1 (High),60654,2022,Canvass,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED NO PEST CONTROL LOG BOOK ON SITE AT TIME OF INSPECTION. INSTRUCTED TO CONTRACT WITH A LICENSED PEST CONTROL SERVICE AND MAINTAIN ALL REQUIRED DOCUMENTS ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-020(C). CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED TRASH RECEPTACLE INSIDE UNISEX EMPLOYEE TOILET ROOM LOCATED IN REAR. INSTRUCTED TO PROVIDE. ",41.88807428,-87.6349552
5741,Tsukiji Fish Market,sushi,Sushi Bars,2.5,,7,"['222 W Merchandise Mart Plz', 'Plz 2 fl', 'Chicago, IL 60654']",222 W Merchandise Mart Plz,Plz 2 fl,,Chicago,41.88851886,-87.6354802,60654,XaMZNqHny7gBGcuIaa2Alw,,222 W Merchandise Mart Plz ,PROTEIN BAR,Restaurant,Risk 1 (High),60654,2022,Canvass,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED NO PEST CONTROL LOG BOOK ON SITE AT TIME OF INSPECTION. INSTRUCTED TO CONTRACT WITH A LICENSED PEST CONTROL SERVICE AND MAINTAIN ALL REQUIRED DOCUMENTS ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-020(C). CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED TRASH RECEPTACLE INSIDE UNISEX EMPLOYEE TOILET ROOM LOCATED IN REAR. INSTRUCTED TO PROVIDE. ",41.88807428,-87.6349552
5747,Amazon Go,convenience,Convenience Stores,4,,2,"['222 W Merchandise Mart Plz', 'Fl 2', 'Chicago, IL 60654']",222 W Merchandise Mart Plz,Fl 2,,Chicago,41.88837,-87.63536,60654,vSEOUDAwk3HRcScdEMgZ7g,,222 W Merchandise Mart Plz ,PROTEIN BAR,Restaurant,Risk 1 (High),60654,2022,Canvass,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED NO PEST CONTROL LOG BOOK ON SITE AT TIME OF INSPECTION. INSTRUCTED TO CONTRACT WITH A LICENSED PEST CONTROL SERVICE AND MAINTAIN ALL REQUIRED DOCUMENTS ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-020(C). CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED TRASH RECEPTACLE INSIDE UNISEX EMPLOYEE TOILET ROOM LOCATED IN REAR. INSTRUCTED TO PROVIDE. ",41.88807428,-87.6349552
5772,Protein Bar,newamerican,American (New),4,$$,56,"['222 W Merchandise Mart Plz', 'Fl 2', 'Chicago, IL 60654']",222 W Merchandise Mart Plz,Fl 2,,Chicago,41.888251,-87.63539,60654,b3o4BsYln2AM9PJb9vErnA,2,222 W Merchandise Mart Plz ,PROTEIN BAR,Restaurant,Risk 1 (High),60654,2022,Canvass,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED NO PEST CONTROL LOG BOOK ON SITE AT TIME OF INSPECTION. INSTRUCTED TO CONTRACT WITH A LICENSED PEST CONTROL SERVICE AND MAINTAIN ALL REQUIRED DOCUMENTS ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-020(C). CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED TRASH RECEPTACLE INSIDE UNISEX EMPLOYEE TOILET ROOM LOCATED IN REAR. INSTRUCTED TO PROVIDE. ",41.88807428,-87.6349552
5823,Halsted Street Deli & Bagel,bagels,Bagels,2.5,$,30,"['222 W Merchandise Mart Plz', 'Chicago, IL 60654']",222 W Merchandise Mart Plz,,,Chicago,41.88813788,-87.63449546,60654,gQHdyHsyqiDw_q8l9jEvwQ,1,222 W Merchandise Mart Plz ,PROTEIN BAR,Restaurant,Risk 1 (High),60654,2022,Canvass,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED NO PEST CONTROL LOG BOOK ON SITE AT TIME OF INSPECTION. INSTRUCTED TO CONTRACT WITH A LICENSED PEST CONTROL SERVICE AND MAINTAIN ALL REQUIRED DOCUMENTS ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-020(C). CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED TRASH RECEPTACLE INSIDE UNISEX EMPLOYEE TOILET ROOM LOCATED IN REAR. INSTRUCTED TO PROVIDE. ",41.88807428,-87.6349552
4868,Subway,sandwiches,Sandwiches,2,$,14,"['808 W Jackson Blvd', 'Chicago, IL 60607']",808 W Jackson Blvd,,,Chicago,41.8781555,-87.64775774,60607,5LdqhqehZqKT6ovxSdZU7A,1,808 W Jackson Blvd ,Subway Sandwiches,Restaurant,Risk 1 (High),60607,2022,Canvass Re-Inspection,Fail,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17-OBSERVED NO LID ON TRASH CAN IN WOMEN'S BATHROOM. MUST PROVIDE. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: 5-501.110-OBSERVED OUTSIDE GARBAGE DUMPSTER OVERFLOWING WITH TRASH PREVENTING LID CLOSURE. INSTRUCTED TO STORE ALL TRASH INSIDE OF WASTE RECEPTACLE WITH LID SHUT TO PREVENT ENTRY POINTS FOR PESTS. PRIORITY FOUNDATION VIOLATION. 7-38-020(B).",41.87805084,-87.64765376
1144,Mr. Submarine,sandwiches,Sandwiches,2.5,,2,"['8502 S Pulaski Rd', 'Chicago, IL 60652']",8502 S Pulaski Rd,,,Chicago,41.73826244,-87.72162381,60652,rM0qVsj3ObS8rxKSRxVGCg,,8502 S Pulaski Rd ,MR. SUBMARINE,Restaurant,Risk 1 (High),60652,2022,Canvass,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: FOOD STORAGE ON FLOOR OF WALK IN COOLER. INSTD TO ELEVATE 6 INCHES AND MAINTAIN. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: MISSING ALLERGEN TRAINING FOR CITY OF CHICAGO CERTIFIED MANAGERS. INSTD TO OBTAIN TRAINING AND MAINTAIN VERIFICATION",41.73840987,-87.72170183
180,Sabe a zulia,venezuelan,Venezuelan,4,,8,"['5306 W Fullerton', 'Chicago, IL 60639']",5306 W Fullerton,,,Chicago,41.9242295,-87.75899204,60639,eRfhVHZdTGbP_dqYNxA1nQ,,5306 W Fullerton  ,SABE A ZULIA,Restaurant,Risk 1 (High),60639,2022,Canvass Re-Inspection,Pass,56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND AN ACCUMULATION OF DUST BUILD UP ON THE FAN COVER INSIDE THE WOMENS RESTROOM. MUST CLEAN AND MAINTAIN.,41.92418126,-87.75890768
1582,Another Bite,tradamerican,American (Traditional),3,,10,"['6632 N Clark St', 'Chicago, IL 60626']",6632 N Clark St,,,Chicago,42.00271,-87.67243,60626,kvADOfmdA-mlLI9ZjX4hMQ,,6632 N Clark St ,ANOTHER BITE,Restaurant,Risk 1 (High),60626,2022,Canvass,Fail,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: THE PERSON IN CHARGE DURING THE INSPECTION DOES NOT HAVE A CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE. PRIORITY FOUNDATION VIOLATION. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO SANITATION CERTIFICATE WAS POSTED ON THE PREMISES OR SUCH A PERSON ON-SITE WHILE TCS FOODS WERE BEING PREPARED AND SERVED. PRIORITY FOUNDATION VIOLATION 7-38-012 CITATION ISSUED. | 6. PROPER EATING, TASTING, DRINKING, OR TOBACCO USE - Comments: OBSERVED EMPLOYEES EATING IN THE FOOD PREPARATION AREA. INSTRUCTED EMPLOYEES MUST EAT IN THE DESIGNATED DINING AREA. | 21. PROPER HOT HOLDING TEMPERATURES - Comments: OBSERVED COOKED SAUSAGE ON AN UNUSED STOVE ON COOK'S LINE HELD AT IMPROPER TEMPERATURE. SAUSAGE AT 63.5F. REVIEWED ALL HOT FOODS MUST BE HELD AT 135F OR ABOVE. SAUSAGES DISCARDED. PRIORITY VIOLATION 7-38-005. SEE VIOLATION #22 FOR CITATION. | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED THE FOLLOWING TCS FOODS HELD AT IMPROPER FOOD TEMPERATURES IN THE COOK LINE TWO-DOOR COOLER: RAW EGGS @ 50.7F, CHEDDAR CHEESE @ 56.1F, COOKED SAUSAGE @ 49.2F, AND HAM @ 55.4F. NOTED COOKED READY-TO-EAT SHREDDED HASH BROWNS ON THE UNUSED STOVE AT 82.9F REVIEWED. ALL COLD FOODS MUST BE HELD AT 41F OR BELOW. ALL FOODS DISCARDED. PRIORITY VIOLATION 7-38-005 CITATION ISSUED. | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: NOTED THE COOKS LINE TWO-DOOR COOLER UNABLE TO MAINTAIN ADEQUATE TEMPERATURE. COOLER AT 49.4F WITH TCS FOODS SUCH AS CHEDDAR CHEESE AT 56.1F. COOLER TAGGED HELD FOR INSPECTION AND MUST NOT USE UNTIL REPAIRED AND MAINTAINS A TEMPERATURE OF 41F OR BELOW. PRIORITY VIOLATION 7-38-005 CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: NO METAL STEM THERMOMETER ON-PREMISES TO MONITOR HOT AND COLD FOOD TEMPERATURE. MUST PROVIDE. PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: NO PEST CONTROL SERVICE REPORTS ON THE PREMISES. MUST HAVE A LICENSED PEST CONTROL CO. SERVICE ESTABLISHMENT AND PROVIDE ALL REQUIRED DOCUMENTATION WHICH INCLUDES SERVICE REPORTS FOR THE EMPTY LOGBOOK ON-SITE GIVEN AT THE INITIAL LICENSE INSPECTION ON 7-23-21. PRIORITY FOUNDATION VIOLATION 7-38-020(C) CITATION ISSUED. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: PREP AREA WIPING CLOTHS MUST BE HELD IN CONTAINERS WITH SANITIZING SOLUTION BETWEEN USE. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: ALL STORED ITEMS THROUGHOUT THE STAIRWELL STORAGE AND KITCHEN MUST BE ELEVATED FROM THE FLOORS. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: NO QUATERNARY CHEMICAL TEST STRIPS ON-SITE FOR THE QUATERNARY SANITIZER ON THE PREMISES. MUST PROVIDE THE APPROPRIATE TEST STRIPS FOR MONITORING SANITIZATION LEVELS AT THE THREE-COMPARTMENT SINK. PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INTERIOR/EXTERIOR OF ALL COOLERS AND KITCHEN COOKING EQUIPMENT WITH FOOD DEBRIS AND GREASE.----TABLETOP CAN OPENER WITH ENCRUSTED FOOD DEBRIS. MUST CLEAN AND MAINTAIN ALL. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: ALL SHELVING THROUGHOUT THE FRONT CASHIER STATION WITH CLUTTER AND DEBRIS. ALL SHELVING THROUGHOUT THE KITCHEN WITH FOOD DEBRIS AND GREASE. MUST CLEAN ALL AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: THE LEAK UNDER THE THREE-COMPARTMENT SINK INTO A PAN. IT MUST REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: ALL UNUSED, DIRTY EQUIPMENT THROUGHOUT THE FACILITY INCLUDING THE BASEMENT MUST BE REMOVED FROM THE PREMISES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CRACKED/DAMAGED FLOOR TILE AT THE ENTRANCE TO THE BASEMENT/STAIRWELL STORAGE. MUST REPLACE/REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: ALL FLOORS THROUGHOUT THE ENTIRE FACILITY WITH DIRT AND DEBRIS. MUST CLEAN AND MAINTAIN.----WATER DAMAGED CEILING TILES IN THE WASHROOM. MUST REPLACE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: ALL DEEP FRYERS MUST BE USED UNDER THE VENTILATION HOOD SYSTEM. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO PROOF OF FOOD HANDLER TRAINING OR CERTIFICATES FOR ALL EMPLOYEES. MUST PROVIDE.",42.00262823,-87.67232835
6157,River Roast,tradamerican,American (Traditional),4,$$,1033,"['315 N La Salle Dr', 'Chicago, IL 60654']",315 N La Salle Dr,,,Chicago,41.88795793,-87.63218992,60654,TC8tG6To87DUzC365njvXw,2,315 N La Salle Dr ,RIVER ROAST,Restaurant,Risk 1 (High),60654,2022,Canvass Re-Inspection,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOOR OF WALK-IN COOLER USED TO STORE PROTEIN TORN. INSTRUCTED TO REPAIR OR REPLACE. ",41.88792073,-87.63235953
4392,La Palapa,mexican,Mexican,3.5,$$,330,"['2000 W 34th St', 'Chicago, IL 60608']",2000 W 34th St,,,Chicago,41.83235931,-87.67562103,60608,H0KUPkzdtdDmWbelEJpv0w,2,2000 W 34th St ,LA PALAPA,Restaurant,Risk 1 (High),60608,2022,Complaint,Fail,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: 4-602.11(B-E) OBSERVED DARK GROOVES AND STAINS ON THE CUTTING BOARDS ATTACHED TO THE PREP COOLER AND AT THE TWO COMPARTMENT SINK. INSTRUCTED TO REPLACE OR REMOVE STAINS AND DARK GROOVES. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12 OBSERVED SOME DRY STORAGE CONTAINERS NOT LABELED WITH THE COMMON NAME OF FOOD (RICE). INSTRUCTED TO LABEL. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15 OBSERVED A 1/4 INCH GAP AT THE REAR DOOR THAT LEADS TO THE OUTSIDE DUMPSTER AREA. INSTRUCTED TO MAKE SAID DOOR TIGHT FITTING AND RODENT PROOFED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-501.111 OBSERVED EVIDENCE OF RODENT ACTIVITY ON SITE. OBSERVED ABOUT 50 RODENT DROPPINGS UNDER THE DRY STORAGE SHELVES LOCATED IN THE REAR BY THE EXIT DOOR. INSTRUCTED TO CLEAN UNDER ALL SHELVES, ALONG THE WALLS AND IN ALL CORNERS. RECOMMENDED CONTACTING PEST CONTROL FOR A SERVICE. PRIORITY FOUNDATION. CITAION ISSUED 7-38-020(A). | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(C) OBSERVED ACCUMULATED GREASE DEBRIS UNDER THE FLAT TOP GRILL AND IN BETWEEN COOKING EQUIPMENT. INSTRUCTED TO CLEAN. OBSERVED RUST ON THE GREASE TRAP. INSTRUCTED TO REMOVE RUST. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED RECEPTACLE INSIDE OF THE TOILET ROOM LOCATED BY THE FOOD PREP AREA. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 OBSERVED ACCUMULATED GREASE DEBRIS AROUND THE GREASE TRAP LOCATED UNDER THE 3 COMPARTMENT SINK. INSTRUCTED TO CLEAN.",41.83231584,-87.67538617
604,Pizzaboy Pizzeria,pizza,Pizza,4,$$,91,"['6694 N Northwest Hwy', 'Chicago, IL 60631']",6694 N Northwest Hwy,,,Chicago,42.00247,-87.81617,60631,jJcaesc60Wg9Sx8az2hKFQ,2,6694 N Northwest Hwy ,PIZZA BOY,Restaurant,Risk 1 (High),60631,2022,Canvass,Pass,,42.00258143,-87.81607036
203,Chef Daddy's,soulfood,Soul Food,3.5,$,80,"['5944 W Lake St', 'Chicago, IL 60644']",5944 W Lake St,,,Chicago,41.88809712,-87.77406123,60644,PVf_DfBnt-IxPBbpSavsYw,1,5944 W Lake St ,CHEF DADDY,Restaurant,Risk 1 (High),60644,2022,Complaint,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE DEEP FREEZER IN THE REAR STORAGE AREA TOP BADLY DAMAGED AND TAPPED UP.  INSTRUCTED TO REPAIR/REPLACE AS NEEDED TO MAINTAIN EASE OF CLEANING.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED A BUILD UP OF DIRT, FOOD SPILLAGE IN TWO DOOR REACH IN REFRIGERATOR IN THE REAR STORAGE AREA.  INSTRUCTED TO CLEAN AND MAINTAIN.   | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED A BUILD UP OF DUST AND GREASE ON THE COOKING EQUIPMENT. INSTRUCTED TO CLEAN AND MAINTAIN ALL.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED PEELING SUBSTANCE ON VENT SHAFT BEHIND THE LARGE GRILL IN THE FRONT FOOD SERVICE AREA.  INSTRUCTED TO SCRAP, CLEAN AND MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK AT THE THREE COMPARTMENT SINK FAUCET.  INSTRUCTED TO REPAIR.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE WALLS AND FLOORS WITH A BUILD UP OF FOOD SPLATTER, DIRT AND DEBRIS UNDER AND AROUND ALL COOKING AND NON COOKING EQUIPMENT.  INSTRUCTED TO CLEAN AND MAINTAIN ALL AREAS.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A BUILD UP OF CLUTTER OF BUS TUBS, PAPER BAGS AND OTHER ITEMS IN THE REAR STORAGE AREA ON THE SIDE OF THE REFRIGERATOR AND IN THE FAR REAR NEXT TO SHELVING UNIT.  INSTRUCTED TO REMOVE, CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE FLOOR IN FRONT OF THE TWO DOOR REACH IN UNIT DAMAGED.  INSTRUCTED REPAIR TO MAKE EASY TO CLEAN AND MAINTAIN. ",41.88810024,-87.77385259
4506,BallPark Pub,pubs,Pubs,4.5,$$,40,"['514 W Pershing Rd', 'Chicago, IL 60609']",514 W Pershing Rd,,,Chicago,41.823653,-87.639521,60609,#NAME?,2,514 W Pershing Rd ,THE BALLPARK PUB,Restaurant,Risk 1 (High),60609,2022,Canvass,Fail,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO FOOD SERVICE MANAGERS CERTIFICATE AS REQUIRED.  THE PERSON IN CHARGE HAS AN INVALID CITY OF CHICAGO FOOD MANAGERS CERTIFICATE; INSTRUCTED TO OBTAIN A VALID CERTIFICATE.  PRIORITY FOUNDATION VIOLATION 7-38-012 ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: INSTRUCTED TO LABEL BULK STORAGE CONTAINERS IN BASEMENT WITH NAME OF PRODUCT INSIDE OF CONTAINER. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED RODENT ACTIVITY ON PREMISES.  FOUND 40 OR MORE MOUSE DROPPINGS ON THE WALL LEDGE GOING INTO THE BASEMENT, ON TOP OF SOME BRICKS AT THE BOTTOM OF THE BASEMENT STAIRS, ON THE PALLET WHERE FLOUR IS STORED AND ON THE FLOOR ON BOTH SIDES OF THE FREEZER OUTSIDE OF THE WALK-IN BEER COOLER.  PRIORITY FOUDATION VIOLATION 7-38-020(A) ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN EXTERIOR SURFACES OF BULK STORAGE CONTAINERS IN BASEMENT.  INSTRUCTED TO CLEAN INTERIOR BOTTOM OF FRYERS IN KITCHEN TO REMOVE GREASE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A HOLE IN THE WALL BETWEEN A STORAGE SHELF AND BREAD COOLER IN THE BASEMENT; INSTRUCTED TO SEAL THE HOLE IN THE LOWER WALL. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: NO WRITTEN PROTOCOL AS REQUIRED.  INSTRUCTED TO HAVE A WRITTEN RECORD DESCRIBING HOW ESTABLISHMENT WILL CHECK FOR PROOF OF VACCINATION FOR DINE IN. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: NO SIGNAGE REQUIRING PROOF OF VACCINATION AS REQUIRED.  INSRUCTED TO POST SIGNAGE AT ENTRANCE DOOR AND SEATING AREA TO SHOW PROOF OF VACCINATION REQUIRED TO DINE IN AT LOCATION.  CORRECTED ON SITE. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: NO RECORDS OF EMPLOYEE VACCINATION STATUS OR WEEKLY TESTING PER OSHA.  INSTRUCTED TO PROVIDE AND MAINTAIN ON SITE.",41.82365514,-87.63927208
5046,Wingstop,chicken_wings,Chicken Wings,3,$$,69,"['500 W Roosevelt Rd', 'Chicago, IL 60607']",500 W Roosevelt Rd,,,Chicago,41.86714341,-87.63911396,60607,gKq4ZTXTEDRLThyEaD3Yzw,2,500 W Roosevelt Rd ,WINGSTOP,Restaurant,Risk 1 (High),60607,2022,Complaint,Pass,16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED PINK MINERAL BUILD UP INSIDE OF ICE MACHINE AND SODA MACHINE. MUST CLEAN AND MAINTAIN.  | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED WET WIPING CLOTH STORE ON THE HAND WASHING STATION. INSTRUCTED TO HAVE WIPING CLOTH IN SOLUTION WHEN NOT IN USE | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVE MASSIVE BUILD UP OF GREASE ON TOP ON FRYER. INSTRUCTED TO CLEAN AND MAINTAIN TO PREVENT PEST ACTIVITY. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED ALLERGEN CERTIFICATE ON SITE HAD EXPIRED. INSTRUCTED TO PROVIDE ALLERGEN TRAINING FOR ALL CITY OF CHICAGO FOOD SERVICE MANAGERS ON SITE,41.86736269,-87.63929319
